,target_user_id,twitter_handle,fib_index,total_reshares,Source,Type,Domain,Rating,Score,Country,Language,followers
76,1103532126589411329,mollie_don,27.0,1480.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72502.0
77,1103979282299146240,tmtm1253_,12.0,536.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20602.0
78,1108472017144201216,TrumpWarRoom,16.0,6979.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1889502.0
79,1112444235037507584,Article3Project,30.0,2267.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34138.0
80,1113328322446909440,narshmallow813,14.0,1476.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36194.0
81,11134252,GOP,25.0,6291.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3342677.0
82,1114237991797522434,Jakelyneloiola_,22.0,4681.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94527.0
83,1115354961838137344,PoliceThePolic1,13.0,754.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10230.0
84,1115874631,CGTNOfficial,NaN,NaN,https://twitter.com/CGTNOfficial,TWITTER,cgtn.com,N,44.5,US,en,12975019.0
85,1116345515761909760,EMichaelJones1,16.0,771.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79856.0
86,111704438,FocusFamily,NaN,NaN,https://twitter.com/FocusFamily,TWITTER,focusonthefamily.com,N,57.0,US,en,109433.0
87,1119671338594177024,DisrnNews,NaN,NaN,https://twitter.com/DisrnNews,TWITTER,disrn.com,N,57.0,US,en,14565.0
88,1120353165663199234,babulal_vasant,12.0,327.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9498.0
89,1121554471,swati_gs,65.0,26860.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,449499.0
90,1125693852063498241,JimFergusonUK,42.0,37905.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,186157.0
91,112684779,DaveAtherton20,18.0,9320.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145885.0
92,112902058,InvestWatchBlog,NaN,NaN,https://twitter.com/InvestWatchBlog,TWITTER,investmentwatchblog.com,N,32.0,US,en,3434.0
93,1129386732,Intl_Highlife,NaN,NaN,https://www.twitter.com/intl_highlife,TWITTER,internationalhighlife.com,N,39.5,US,en,341976.0
94,1131917492,JudiciaryGOP,18.0,6340.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,405118.0
95,1132002680996597762,FranceRsistanc1,16.0,852.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22579.0
96,1133265016705175557,blessingfowoba,13.0,1850.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1150.0
97,1133847556516122634,AlachuaChronic1,NaN,NaN,https://twitter.com/alachuachronic1,TWITTER,alachuachronicle.com,N,52.0,US,en,1041.0
98,1136148055260946432,2Moori,13.0,1030.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28978.0
99,1136226906091601920,weichuanyufu,11.0,532.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15596.0
100,1137562469017088000,konnect_danielk,19.0,82990.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,451340.0
101,1137638220,thegailygrind,NaN,NaN,https://twitter.com/thegailygrind,TWITTER,thegailygrind.com,N,57.5,US,en,13742.0
102,1137844959296593921,tampafreepress,NaN,NaN,https://twitter.com/tampafreepress,TWITTER,tampafp.com,N,57.0,US,en,3642.0
103,1138590754022907904,theprofsrecord,14.0,782.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18487.0
104,1139217161275101184,MdBreathe,14.0,15159.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,293429.0
105,1144059409280184321,Beyond_Mystic,17.0,1268.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41508.0
106,1145196115056136193,AaronOtsuka,14.0,1279.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39099.0
107,1145866561271554048,nataliegwinters,27.0,9433.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,242730.0
108,1146021318082609152,Finanzas_Times,14.0,1056.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124719.0
109,1147253398670102529,UncoverDC,NaN,NaN,https://twitter.com/UncoverDC,TWITTER,uncoverdc.com,N,27.5,US,en,93090.0
110,114807372,DrChrisNorthrup,NaN,NaN,https://twitter.com/drchrisnorthrup,TWITTER,drnorthrup.com,N,35.0,US,en,125391.0
111,1148711615686160384,Michael_J_Matt,18.0,1325.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42052.0
112,1148781720876937216,Deejo53513317,11.0,589.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2358.0
113,114934815,sohbunshu,11.0,452.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215580.0
114,1151261114384171008,NationalFile,17.0,13846.0,https://twitter.com/nationalfile,TWITTER,nationalfile.com,N,10.0,US,en,42475.0
115,1151913018936053760,jacksonhinklle,20.0,1233.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2465475.0
116,1153042794375712770,HowleyReporter,16.0,4526.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76726.0
117,1153325872084074496,CopperCourier,NaN,NaN,https://twitter.com/CopperCourier,TWITTER,coppercourier.com,N,57.0,US,en,2987.0
118,1156340972730667011,MammothNationUS,11.0,422.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65066.0
119,1156850474047459328,Joe7993,30.0,4686.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36156.0
120,1157723480,courage04ever,26.0,1559.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9255.0
121,1158740854787465217,standforhealth1,NaN,NaN,https://x.com/standforhealth1?s=20,TWITTER,standforhealthfreedom.com,N,20.0,US,en,4430.0
